name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Café, décaféiné, poudre soluble;352.0;11.6;76.0;0.2;140.0;3.8;0.0
Thé, feuille;232.0;19.4;6.3;2.0;430.0;18.0;0.0
Cacao, sans sucres ajoutés, poudre soluble;387.0;22.4;11.6;20.6;140.0;48.5;0.0
Poudre cacaotée ou au chocolat pour boisson, sucrée;379.0;6.65;75.6;3.29;116.0;13.0;1.0
Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;0.0;9.9;79.4;5.03;255.0;4.7;48.0
Chicorée et café, poudre soluble;332.0;9.3;66.9;0.35;103.0;4.76;0.0
Chicorée, poudre soluble;323.0;3.3;57.2;2.5;109.0;5.5;0.0
Café au lait ou cappuccino, poudre soluble;416.0;11.9;70.1;8.8;0.0;0.0;0.0
Café au lait ou cappuccino au chocolat, poudre soluble;384.0;11.0;63.0;9.0;0.0;0.0;0.0
Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;376.0;4.68;79.3;3.04;523.0;2.1;49.2
Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;386.0;4.29;85.0;2.04;36.0;2.1;25.0
Spécialité à diluer au citron pour boissons ou usages culinaires, sans sucres ajoutés;18.4;0.25;1.01;0.0;6.1;0.05;5.56
Vin doux;148.0;0.2;9.96;0.0;8.0;0.24;0.0
Pétillant de fruits;65.7;0.0;6.95;0.0;6.0;0.4;0.0
Vin blanc mousseux;72.3;0.1;1.78;0.0;9.16;0.6;0.0
Champagne;76.1;0.3;1.4;0.0;7.15;0.11;0.0
Vin blanc mousseux aromatisé;83.5;0.2;5.1;0.0;14.0;0.6;0.0
Vin (aliment moyen);76.7;0.16;0.96;0.0;7.71;0.47;0.0
Vin rouge;75.7;0.16;0.0;0.0;6.31;0.36;0.0
Vin blanc sec;55.3;0.25;0.17;0.0;7.1;0.34;0.0
Vin rosé;69.2;0.15;1.4;0.0;12.0;0.95;0.0
Bière brune;40.5;0.43;4.1;0.0;6.91;0.02;0.0
Bière "coeur de marché" (4-5° alcool);39.0;0.39;3.12;0.0;6.05;0.01;0.0
Bière forte (>8° alcool);62.5;0.51;4.6;0.0;4.3;0.02;0.0
Cidre (aliment moyen);36.5;0.075;3.67;0.0;7.9;0.61;9.97
Cidre brut;35.9;0.0;2.62;0.0;3.24;0.84;14.1
Cidre doux;38.9;0.25;6.4;0.0;17.0;0.1;0.0
Bière faiblement alcoolisée (3° alcool);35.3;0.31;4.62;0.0;7.08;0.007;0.0
Bière blanche;60.9;0.5;7.55;0.0;6.18;0.0;0.0
Bière "spéciale" (5-6° alcool);56.0;0.48;4.55;0.0;5.89;0.006;0.0
Bière "de spécialités" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable);47.1;0.51;3.2;0.0;4.9;0.012;0.0
Cidre traditionnel;32.5;0.0;1.87;0.0;8.95;0.74;14.1
Cidre bouché demi-sec;44.3;0.25;4.4;0.0;17.0;0.2;0.0
Cidre aromatisé aux fruits;38.4;0.25;7.07;0.0;16.0;0.1;0.0
Bière sans alcool, sucrée, aromatisée ou au jus de fruits;30.6;0.2;7.36;0.041;0.0;0.0;0.0
Bière sans alcool (<1,2° alcool) et sans sucres ajoutés, aromatisée ou non;29.4;0.2;6.08;0.053;4.75;0.011;0.0
Pastis;274.0;0.0;2.86;0.0;0.0;0.0;0.0
Eau de vie de fruits;233.0;0.0;0.63;0.0;1.0;0.04;0.0
Gin;265.0;0.0;0.0;0.0;0.0;0.0;0.0
Liqueur;225.0;0.1;25.4;0.23;1.0;0.06;0.0
Rhum;234.0;0.0;0.0;0.0;0.0;0.12;0.0
Whisky;252.0;0.0;0.096;0.0;0.0;0.02;0.0
Apéritif à base de vin ou vermouth;137.0;0.054;11.3;0.0;7.37;0.44;0.0
Vodka;250.0;0.0;0.0;0.0;0.0;0.025;0.0
Pastis, prêt à boire (1+ 5);0.0;0.0;0.5;0.0;0.0;0.039;0.0
Apéritif anisé sans alcool, à diluer;6.0;0.0;1.0;0.0;1.83;0.0;0.0
Alcool pur;660.0;0.0;0.0;0.0;0.0;0.0;0.0
Marsala;211.0;0.1;27.9;0.0;4.0;0.4;0.0
Marsala aux oeufs;153.0;0.0;12.4;0.0;0.0;0.0;0.0
Crème de cassis;245.0;0.0;41.0;0.0;16.6;0.62;5.0
Eau de vie de vin type armagnac ou cognac;222.0;0.0;0.76;0.0;0.0;0.0;0.0
Eau de vie type calvados;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Saké ou alcool de riz;113.0;0.0;0.0;0.0;5.0;0.1;0.0
Cocktail à base de rhum;121.0;0.0;7.74;2.19;8.0;0.21;4.9
Cocktail à base de whisky;166.0;0.0;15.8;0.02;46.0;0.08;0.4
Sangria, faite maison;88.7;0.0;11.0;0.05;9.35;0.37;12.1
Kir (vin blanc, crème de cassis);74.7;0.18;3.3;0.0;6.88;0.67;18.5
Kir royal (champagne, crème de cassis);87.3;0.25;5.66;0.0;6.88;0.56;18.5
Cocktail type punch, 16% alcool, préemballé;159.0;0.6;17.8;0.0;13.0;0.06;1.2
Cocktail ou boisson apéritive sans alcool à base de jus de fruits et de sirop;46.0;0.42;10.9;0.0;12.8;0.1;27.7
Panaché (limonade et bière);39.0;0.0;6.33;0.0;0.0;0.058;0.08
Panaché préemballé (<1° alc.), aromatisé ou non;32.0;0.0046;7.11;0.021;3.42;0.006;0.0035
Édulcorant à l'aspartame, en pastilles;44.0;11.0;0.0;0.0;0.0;0.0;0.0
Édulcorant à l'aspartame, en poudre;18.6;1.0;3.7;0.0;0.0;0.0;0.0
Vermicelles multicolores;389.0;1.16;95.6;0.15;0.0;0.0;0.0
Miel;331.0;0.65;82.1;0.0;7.93;0.18;0.5
Sucre blanc;399.0;0.0;99.7;0.0;3.69;0.077;0.0
Sucre roux;393.0;0.12;98.1;0.0;83.0;0.71;0.0
Sirop d'érable;269.0;0.04;67.2;0.06;106.0;0.11;0.0
Sucre vanillé;397.0;0.1;98.6;0.33;0.0;0.0;0.0
Caramel liquide ou nappage caramel;324.0;0.0;81.0;0.0;0.0;0.0;0.0
Édulcorant à la saccharine;5.0;1.25;0.0;0.0;0.0;0.04;0.0
Mélasse de canne;300.0;0.0;74.7;0.1;205.0;4.72;0.0
Edulcorant à base de sucre et aspartame (petits morceaux);398.0;0.81;98.7;0.0;0.0;0.0;0.0
Fructose;399.0;0.0;99.8;0.0;0.1;0.07;0.0
Édulcorant à base d'extrait de stévia;1.2;0.16;0.3;0.0;0.0;0.0;0.0
Sirop d'agave;0.0;0.25;78.0;0.5;0.0;0.0;0.0
Barre chocolatée biscuitée;492.0;5.56;61.4;24.1;126.0;3.2;0.0
Barre chocolatée non biscuitée enrobée;496.0;3.7;66.4;24.1;99.8;2.49;0.54
Barre à la noix de coco, enrobée de chocolat;475.0;3.88;60.2;23.8;78.8;1.8;0.0
Chocolat au lait, tablette;550.0;7.5;58.9;30.8;220.0;3.6;1.58
Chocolat noir 50 % de cacao environ, tablette;521.0;5.98;53.0;29.6;40.0;3.5;0.0
Chocolat au lait aux céréales croustillantes, tablette;515.0;7.15;60.6;26.6;166.0;2.65;0.6
Chocolat blanc, tablette;563.0;6.16;57.1;34.2;281.0;0.2;0.0
Barre ou confiserie chocolatée au lait;551.0;8.75;50.9;34.2;262.0;0.63;1.01
Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;559.0;8.43;48.7;35.9;187.0;1.4;0.0
Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;487.0;5.75;54.2;34.6;130.0;0.0;0.0
Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;579.0;7.64;48.0;39.1;230.0;0.0;0.0
Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;525.0;8.48;34.1;42.3;45.6;22.8;0.0
Pâte à tartiner chocolat et noisette;549.0;5.02;57.9;32.4;99.5;3.85;0.75
Confiserie au chocolat dragéifiée;505.0;5.49;64.9;24.3;164.0;12.5;0.95
Cacahuète enrobée de chocolat dragéifiée;499.0;9.5;55.9;25.0;100.0;2.9;0.0
Bouchée chocolat fourrage fruits à coques et/ou praliné;558.0;9.1;51.5;34.7;275.0;0.0;0.0
Rocher chocolat fourré praliné;558.0;6.53;51.4;35.3;120.0;3.4;0.0
Chocolat noir aux fruits (orange, framboise, poire), tablette;539.0;6.8;45.3;34.4;76.0;4.0;0.5
Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;567.0;8.69;40.7;39.0;64.0;8.7;0.0
Barre chocolatée aux fruits secs;494.0;7.23;57.6;26.0;122.0;1.3;0.0
Chocolat noir fourrage confiseur à la menthe;445.0;2.9;70.2;16.0;14.0;3.0;0.0
Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé, rayon frais;449.0;5.95;42.4;28.0;174.0;0.9;0.0
Chocolat noir 70 % de cacao environ, de dégustation, tablette;591.0;10.4;26.9;46.3;62.0;11.0;0.0
Chocolat noir fourré praliné, tablette;559.0;6.38;52.4;34.8;70.0;6.1;0.0
Chocolat au lait fourré au praliné, tablette;559.0;7.29;52.9;34.9;150.0;3.2;0.0
Chocolat noir 40% de cacao et plus, à pâtisser, tablette;546.0;6.39;51.4;33.1;46.0;4.35;0.28
Bouchée/bonbon au chocolat fourrage gaufrettes ou biscuit;521.0;6.5;55.1;29.4;40.0;3.6;0.0
Barre chocolat au lait avec nougat;532.0;5.8;60.5;29.0;150.0;2.3;0.0
Chocolat, tablette (aliment moyen);552.0;7.57;50.4;34.2;142.0;4.96;0.76
Cacahuète caramélisée ou chouchou;544.0;14.8;51.4;29.7;0.0;0.0;0.0
Pâte d'amande, préemballée;432.0;7.0;70.3;13.5;91.0;0.88;0.0
Chewing-gum, sucré;360.0;0.25;86.4;0.65;18.0;9.5;0.0
Pâte de fruits;336.0;1.69;76.6;1.8;25.0;0.58;5.13
Ecorce d'orange confite;307.0;0.59;75.6;0.083;65.0;1.5;3.0
Marron glacé;320.0;0.89;77.5;0.54;8.1;0.28;0.0
Fruit confit;297.0;0.25;72.4;0.063;71.0;0.27;0.0
Bonbon dragéifié;378.0;0.53;89.9;1.94;0.0;0.0;0.0
Dragée amande;465.0;5.25;75.7;14.7;84.0;2.5;0.0
Guimauve ou marshmallow;336.0;3.31;80.7;0.081;3.0;0.23;0.0
Praline;483.0;8.7;67.7;19.7;0.0;0.0;0.0
Chewing-gum, sans sucres;206.0;0.22;76.0;0.25;3700.0;5.2;0.0
Bonbon dur et sucette;384.0;0.16;95.3;0.18;3.0;0.3;0.0
Bonbon gélifié;339.0;4.88;76.9;0.53;0.0;0.0;0.0
Bonbon tendre, au caramel;415.0;2.23;79.1;9.98;95.6;0.55;0.0
Calisson d'Aix en Provence;440.0;7.97;59.8;18.0;81.0;0.0;0.0
Guimauve ou marshmallow, enrobé de chocolat;383.0;4.4;67.5;10.5;0.0;0.0;0.0
Bonbon dur, au caramel;416.0;1.33;86.6;7.09;0.0;0.0;0.0
Bonbon tendre;392.0;0.94;84.3;5.1;0.0;0.0;0.0
Bonbon gélifié à la réglisse, type rouleau ou batonnet;347.0;3.62;75.6;1.55;0.0;0.0;0.0
Chewing-gum, sans précision sur la teneur en sucres (aliment moyen);263.0;0.23;79.9;0.4;2330.0;6.8;0.0
Bonbon tendre, au caramel enrobé de chocolat;446.0;3.29;69.6;16.8;0.0;0.0;0.0
Bonbon dur type collier, sifflet, sucette, pastille, au dextrose;376.0;0.018;91.1;1.35;0.0;0.0;0.0
Pastille rafraîchissante, sans sucres;241.0;0.08;96.3;0.65;0.0;0.0;0.0
Pastille rafraîchissante, sucrée;390.0;0.13;96.7;0.37;0.0;0.0;0.0
Nougat tendre;437.0;6.98;69.3;13.9;0.0;0.0;0.0
Bonbon dur et sucette, sans sucres;235.0;0.081;96.0;0.44;0.0;0.0;0.0
Crème de pruneaux, préemballée;240.0;1.4;55.0;0.45;0.0;0.0;0.0
Crème de marron ou confiture de châtaigne, préemballée;278.0;1.12;65.9;0.66;11.3;1.7;6.29
Gelée, autres fruits ou mélange de fruits (extra ou classique);252.0;0.1;61.9;0.1;0.0;0.0;0.0
Confiture, autres fruits ou mélange de fruits, allégée en sucres (extra ou classique);162.0;0.75;38.0;0.21;13.0;0.2;9.57
Marmelade ou confiture d'autres agrumes ou mélange d'agrumes (extra ou classique);0.0;0.33;59.5;0.2;0.0;0.0;0.0
Marmelade ou confiture d'orange, allégée en sucres;0.0;0.25;40.6;0.063;0.0;0.0;0.0
Confiture de mûre (extra ou classique);245.0;0.44;58.3;0.63;15.6;0.37;6.1
Gelée de mûre (extra ou classique);245.0;0.53;60.0;0.28;0.0;0.0;0.0
Confiture de rhubarbe (extra ou classique);239.0;0.26;58.6;0.057;0.0;0.0;0.0
Confiture de pêche (extra ou classique);242.0;0.27;59.5;0.075;0.0;0.0;0.0
Confiture de figue (extra ou classique);243.0;0.63;59.1;0.17;0.0;0.0;0.0
Confiture de fraise, allégée en sucres;166.0;0.31;40.3;0.1;12.2;0.0;0.0
Confiture d'abricot, allégée en sucres;167.0;0.41;40.5;0.067;12.4;0.0;0.0
Confiture de framboise, allégée en sucres;167.0;0.68;39.2;0.14;0.0;0.0;0.0
Gelée de framboise (extra ou classique);249.0;0.56;61.0;0.1;0.0;0.0;0.0
Confiture ou marmelade, tout type de fruits, sans précision sur la teneur en sucres (aliment moyen);235.0;0.36;57.1;0.27;12.5;0.18;15.2
Confiture ou marmelade ou gelée, tout type de fruits, non allégée en sucres (aliment moyen);244.0;0.33;59.3;0.28;0.0;0.0;16.2
Confiture de fraise (extra ou classique);248.0;0.25;60.5;0.5;9.0;0.17;11.4
Confiture d'abricot (extra ou classique);246.0;0.25;59.7;0.3;8.7;0.14;6.42
Confiture de cerise (extra ou classique);238.0;0.48;58.1;0.19;12.0;0.22;19.6
Marmelade d'orange ou confiture d'orange (extra ou classique);245.0;0.25;59.3;0.4;33.0;0.08;8.92
Confiture de lait;340.0;6.7;61.7;7.35;251.0;0.17;2.6
Confiture de prune, par ex. mirabelle, quetsche, reine-claude (extra ou classique);240.0;0.28;58.9;0.089;0.0;0.0;0.0
Confiture de framboise (extra ou classique);232.0;0.56;55.2;0.17;9.9;0.28;2.93
Confiture de myrtille (extra ou classique);245.0;0.25;58.9;0.4;8.7;0.14;0.0
Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);195.0;0.48;47.3;0.17;0.0;0.0;0.0
Confiture, autres fruits ou mélange de fruits (extra ou classique);244.0;0.36;59.8;0.15;0.0;0.0;39.0
Gelée de groseille (extra ou classique);244.0;0.25;59.7;0.044;9.8;0.16;1.79
Préparation aux fruits divers (35% de fruits min, sucres et autre(s) ingrédient(s));204.0;0.81;47.4;0.75;0.0;0.0;0.0
Pain brioché ou viennois, artisanal;338.0;9.75;48.6;11.2;47.8;0.92;0.0
Viennoiserie (aliment moyen);385.0;7.88;49.0;17.0;40.3;1.71;0.49
Croissant, sans précision (aliment moyen);417.0;7.19;46.2;22.1;23.5;0.74;0.61
Croissant ordinaire, artisanal;412.0;6.94;47.6;21.1;21.0;0.85;0.0
Croissant ordinaire, préemballé;398.0;7.63;46.7;19.1;58.0;0.79;0.0
Croissant pur beurre, sans précision (aliment moyen);420.0;7.25;45.7;22.6;22.0;0.7;0.71
Croissant pur beurre, artisanal;420.0;7.25;45.7;22.6;22.0;0.7;0.71
Croissant pur beurre, préemballé;388.0;6.88;45.7;18.9;32.4;0.8;0.0
Croissant aux amandes, artisanal;449.0;8.36;36.5;29.1;55.7;1.1;0.044
Pain au lait, artisanal;376.0;9.38;49.0;15.4;37.1;1.1;0.0
Pain au lait, préemballé;357.0;8.69;50.5;12.3;49.1;0.85;0.0
Pain au lait aux pépites de chocolat, préemballé;375.0;8.25;49.6;14.7;72.9;2.7;0.0
Panettone (brioche italienne aux raisins secs et écorces d'orange confite), préemballée;352.0;6.88;50.6;12.7;39.4;1.3;0.0
Pain aux raisins (viennoiserie), artisanal;345.0;6.38;53.4;11.5;32.1;0.77;0.0
Pain au chocolat, artisanal;423.0;8.19;45.4;22.5;23.0;4.1;0.0
Pain au chocolat, préemballé;421.0;6.89;48.6;21.4;91.0;3.2;0.0
Brioche (ou briochettes) aux pépites de chocolat ou fourrée au chocolat, préemballée;352.0;8.17;51.1;12.1;52.0;3.5;0.0
Brioche fourrée aux fruits, préemballée;326.0;5.81;52.4;9.0;19.6;0.68;0.0
Brioche fourrée crème pâtissière (type "chinois"), préemballée;267.0;5.81;45.7;6.0;56.0;0.55;0.0
Brioche nature, préemballée;356.0;7.99;52.7;12.1;32.0;0.94;0.0
Brioche nature, artisanale;420.0;11.3;50.7;19.1;30.0;1.15;0.0
Couronne des rois (brioche) aux fruits confits, préemballée;353.0;7.2;52.8;12.3;0.0;0.0;0.0
Brioche pur beurre (ex : gâche vendéenne) nature, préemballée;361.0;8.21;51.1;13.3;30.0;0.85;0.0
Brioche, sans précision (aliment moyen);363.0;8.41;52.1;13.0;34.0;1.24;0.0
Chouquette;408.0;9.13;40.6;22.9;54.6;1.7;0.0
Chausson aux pommes;360.0;4.17;42.2;18.7;39.0;0.8;5.36
Galette de riz soufflé, nappée de chocolat;494.0;7.69;60.7;23.2;65.3;3.9;0.0
Galette de maïs soufflé, nappée de chocolat;481.0;7.67;63.2;20.8;0.0;0.0;0.0
Tartine craquante, extrudée et grillée, fourrée au chocolat;445.0;7.88;65.4;15.6;144.0;7.5;0.0
Tartine craquante, extrudée et grillée, fourrée aux fruits;372.0;4.63;74.9;5.1;125.0;0.53;0.0
Macaron sec;436.0;6.9;77.7;10.2;0.0;0.0;0.0
Biscuit sec, sans précision;433.0;7.83;67.8;13.8;10.0;0.4;0.0
Biscuit sec nature;438.0;7.13;74.9;11.5;25.0;0.86;0.0
Biscuit sec à teneur garantie en vitamines;457.0;9.63;72.3;14.2;0.0;2.0;3.0
Biscuit sec à teneur garantie en vitamines et minéraux;472.0;10.8;61.1;19.8;0.0;6.4;0.0
Biscuit sec aux fruits, hyposodé ou à teneur réduite en sel;448.0;8.88;64.0;16.0;43.8;1.5;0.0
Biscuit sec au soja, enrichi en vitamines et minéraux;444.0;10.9;60.3;16.1;179.0;3.0;3.0
Biscuit sec fourré aux fruits, allégé en matière grasse;391.0;4.69;75.3;7.2;59.0;0.0;0.0
Spéculoos;476.0;5.63;71.2;18.1;14.0;0.73;5.72
Biscuit sec, avec matière grasse végétale;436.0;7.23;74.0;11.7;57.7;2.16;0.0
Biscuit sec, assortiment;515.0;6.44;61.4;26.4;55.0;2.6;0.0
Biscuit sec au chocolat, sans sucres ajoutés, avec édulcorants, enrichi en vitamines;448.0;6.78;64.6;21.8;0.0;0.0;0.0
Biscuit sec, sans sucres ajoutés, avec édulcorant;429.0;6.23;72.1;15.7;0.0;2.3;0.0
Biscuit sec avec tablette de chocolat et fourrage au lait;512.0;6.75;62.3;25.6;89.6;3.0;0.0
Biscuit sec petit beurre;450.0;7.78;73.4;13.3;34.0;0.82;0.0
Biscuit sec avec tablette de chocolat;485.0;5.56;68.8;20.0;59.4;3.1;0.0
Biscuit sec petit beurre au chocolat (tablette ou pépites);496.0;6.88;63.8;22.8;91.8;4.6;0.0
Biscuit sec sans gluten, petit beurre;460.0;3.8;79.3;14.0;0.0;0.0;0.0
Biscuit sec sans gluten, au chocolat;504.0;5.04;64.0;24.7;0.0;0.0;0.0
Biscuit sec aux céréales complètes;462.0;7.75;63.0;18.4;44.5;1.8;0.0
Biscuit sec petit beurre au blé complet;439.0;9.25;66.6;13.4;31.9;2.2;0.0
Biscuit sec au sésame, non enrichi;496.0;9.19;60.0;23.3;0.0;2.3;0.0
Biscuit sec au sésame, enrichi en vitamines et minéraux;485.0;11.5;60.0;21.0;350.0;7.0;0.0
Biscuit sec sans chocolat, allégé en matière grasse;388.0;6.0;71.0;6.0;199.0;0.0;0.0
Biscuit sec pour petit déjeuner, sans chocolat, non enrichi;452.0;7.81;65.8;16.3;250.0;4.0;0.0
Biscuit sec pour petit déjeuner, allégé en sucres;444.0;7.78;66.2;15.0;200.0;4.2;0.0
Biscuit sec au chocolat, non enrichi;507.0;7.75;59.5;25.6;112.0;3.3;5.4
Biscuit sec fourré à la pâte ou purée de fruits (ex : figue);421.0;4.93;71.6;12.3;64.0;1.0;0.0
Biscuit sec, sablé, nappé de chocolat;495.0;6.56;63.5;22.9;64.7;3.0;0.0
Biscuit sec pour petit déjeuner, au chocolat, non enrichi;447.0;8.06;62.9;16.4;53.2;6.4;0.0
Biscuit sec pour petit déjeuner, tous parfums, enrichi en vitamines et minéraux;454.0;7.06;67.3;16.1;136.0;5.9;0.0
Biscuit sec au chocolat, enrichi en vitamines et minéraux;461.0;8.96;61.9;18.3;236.0;7.0;26.0
Biscuit sec, sablé, galette ou palet, autre que pur beurre;495.0;5.71;64.5;23.1;0.0;0.0;0.0
Biscuit sec, sablé, galette ou palet, au beurre;481.0;6.81;66.8;20.0;22.2;0.85;0.0
Biscuit sec, sablé, galette ou palet, au beurre, au chocolat;499.0;6.33;63.5;23.7;0.0;0.0;0.0
Biscuit (génoise), nappé de chocolat, type barquette;489.0;7.38;59.5;23.9;83.0;3.9;0.0
Biscuit sec (tartelette), nappé au chocolat, préemballé;504.0;6.58;59.7;25.6;58.0;0.15;0.0
Biscuit sec, sablé, galette ou palet, aux fruits;482.0;5.8;66.3;21.0;35.0;1.0;0.0
Florentin (biscuit sec au chocolat et aux amandes);514.0;9.31;50.7;28.7;120.0;2.5;0.0
Biscuit sec, sablé, fourré aux fruits type lunette de Romans;449.0;6.06;69.2;16.0;0.0;0.0;0.0
Biscuit meringué fourré (chocolat, noisette, noix de coco…), nappé ou sur base de chocolat;540.0;7.65;54.5;31.5;0.0;0.0;0.0
Biscuit sec à la noix de coco;493.0;6.32;65.4;22.1;0.0;0.0;0.0
Sablé pâtissier, artisanal;484.0;8.38;59.4;22.9;31.9;0.0;0.0
Biscuit au chocolat fourré ("sandwiché") parfum vanille, rond, noir et blanc;480.0;5.06;69.2;19.6;21.2;2.3;0.0
Goûter sec fourré ("sandwiché") parfum lait ou vanille;478.0;5.0;70.0;19.0;18.4;1.0;0.0
Goûter sec fourré ("sandwiché") parfum chocolat, au blé complet;465.0;5.94;69.3;17.2;28.3;3.0;0.0
Goûter sec fourré ("sandwiché") parfum chocolat;471.0;6.31;67.5;18.5;32.5;3.3;0.0
Goûter sec fourré ("sandwiché") parfum fruits;407.0;5.13;73.6;9.4;16.5;0.73;0.0
Gaufrette (éventail, cigarette…), sans fourrage;437.0;6.51;80.0;9.7;1.55;0.0;2.0
Gaufrette fourrée et/ou enrobée de chocolat;534.0;6.63;56.6;30.5;127.0;5.0;5.7
Gaufrette fourrée, aux fruits à coque (noisette, amande, praliné, etc.), avec ou sans chocolat;562.0;9.0;49.0;36.1;219.0;3.5;6.4
Gaufrette, fourrée vanille;538.0;5.75;60.1;30.1;92.0;0.55;0.63
Gaufrette fourrée, aux fruits;355.0;4.13;81.0;0.8;32.3;0.68;0.0
Crêpe dentelle nature;467.0;6.37;73.1;16.2;0.0;0.0;0.0
Crêpe dentelle, nappée de chocolat;498.0;5.75;67.4;22.1;0.0;0.0;0.0
Biscuit sec aux oeufs à la cuillère (cuiller) ou boudoir;366.0;7.75;74.5;3.4;25.3;0.96;0.0
Biscuit sec, type langue de chat ou cigarette russe;475.0;5.27;72.7;17.8;21.8;0.6;0.0
Meringue;396.0;4.77;93.2;0.52;4.15;0.18;0.0
Biscuit sec croquant aux amandes (ex. canistrelli);454.0;9.04;68.2;15.4;0.0;0.0;0.0
Biscuit sec fin ou tuile, aux amandes;471.0;7.8;68.0;18.1;49.0;0.81;0.0
Biscuit sec fin ou tuile, saveur citron ou orange;419.0;6.37;69.7;9.73;0.0;0.0;0.0
Biscuit sec ou galette à l'avoine, nappée de chocolat;509.0;5.73;61.3;26.0;0.0;0.0;0.0
Biscuit sec ou galette à l'avoine;491.0;5.64;63.9;22.9;0.0;0.0;0.0
Cookie aux cranberries et au chocolat blanc, préemballé;488.0;4.76;65.9;22.4;0.0;0.0;0.0
Biscuit sec, type batonnet, stick, vrille ou torsade, nappé de chocolat;510.0;6.86;63.1;25.1;0.0;0.0;0.0
Biscuit sec feuilleté, type palmier ou autres, nappé de chocolat;532.0;5.93;59.7;29.4;0.0;0.0;0.0
Biscuit sec feuilleté, type palmier ou autres, préemballé;528.0;6.06;56.8;30.0;16.6;0.88;0.0
Biscuit sec feuilleté, type palmier ou autres, artisanal;499.0;5.93;47.8;30.4;15.6;0.58;0.0
Cookie au chocolat et aux fruits à coque (noisettes, amandes, noix de pécan…), préemballé;507.0;6.78;57.0;27.1;30.6;2.14;0.0
Biscuit (génoise), nappé aux fruits, type barquette;341.0;4.44;74.4;2.1;19.0;0.7;1.61
Biscuit sec (tartelette), nappé aux fruits, préemballé;424.0;4.63;71.3;13.0;0.0;0.0;0.0
Biscuit moelleux fourré à l'orange et enrobé de sucre glace;359.0;4.1;80.0;2.1;0.0;0.7;0.0
Cookie au chocolat, préemballé;493.0;6.44;61.0;23.8;39.1;6.1;0.0
Cône ou cornet classique, pour glace;401.0;7.5;80.4;5.0;0.0;0.0;0.0
Biscuit (génoise), fourré aux fruits (ex : orange, cerise…), nappé de chocolat;395.0;3.88;66.6;11.7;23.8;2.9;0.0
Cookie aux pépites de chocolat et à la noix de coco, préemballé;519.0;5.93;54.5;29.8;0.0;0.0;0.0
Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux;390.0;7.31;82.8;2.0;18.9;8.9;0.0
Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux;393.0;8.19;74.7;5.1;522.0;11.0;0.0
Céréales pour petit déjeuner (aliment moyen);402.0;8.02;73.2;7.21;165.0;7.91;6.04
Muesli (aliment moyen);433.0;8.87;63.4;14.3;48.5;3.44;2.41
Pétales de maïs nature, enrichis en vitamines et minéraux;368.0;6.88;80.0;1.0;0.0;9.4;0.0
Riz soufflé nature, enrichi en vitamines et minéraux;388.0;7.0;86.3;1.2;9.5;8.0;0.0
Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux;389.0;9.9;71.9;4.7;40.0;12.0;0.0
Riz soufflé chocolaté, non enrichi en vitamines et minéraux;387.0;6.26;83.3;2.3;26.0;3.3;0.0
Céréales pour petit déjeuner chocolatées, non fourrées, non enrichies en vitamines et minéraux;387.0;8.63;77.7;3.2;27.7;4.3;0.0
Pétales de maïs nature, non enrichis en vitamines et minéraux;372.0;6.88;82.4;0.7;0.0;0.0;0.0
Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux;440.0;7.06;67.0;15.0;138.0;5.8;0.0
Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, non enrichies en vitamines et minéraux;457.0;7.0;67.2;17.2;62.4;4.2;0.0
Céréales pour petit déjeuner fourrées au lait ou à la vanille, enrichies en vitamines et minéraux;429.0;10.4;63.9;13.4;183.0;4.7;0.0
Pétales de céréales au chocolat, avec ou sans fruits à coque, enrichis en vitamines et minéraux;399.0;8.0;74.5;6.3;185.0;16.0;0.0
Pétales de céréales aux fruits, enrichis en vitamines et minéraux;377.0;8.1;80.6;1.58;354.0;8.04;62.0
Pétales de céréales aux fruits à coque, enrichis en vitamines et minéraux;392.0;8.97;73.5;5.53;552.0;11.4;75.8
Pétales de céréales au chocolat, avec ou sans fruits à coque, non enrichis en vitamines et minéraux;413.0;7.63;73.6;8.4;29.5;4.0;0.0
Pétales de céréales aux fruits, non enrichis en vitamines et minéraux;378.0;8.36;79.7;1.62;30.0;7.3;74.0
