name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Pomme Gala, chair sans peau, crue;51.6;0.25;11.9;0.0;3.6;0.06;1.33
Pomme Pink lady, chair sans peau, crue;57.3;0.25;12.8;0.0;2.8;0.07;2.13
Pêche blanche, chair et peau, sans noyau, crue;44.3;0.69;9.48;0.0;4.1;0.11;3.85
Pêche blanche, chair sans peau, sans noyau, crue;44.3;0.63;9.63;0.0;3.9;0.12;4.09
Pêche jaune, chair sans peau, sans noyau, crue;44.5;0.69;9.8;0.0;4.2;0.11;3.43
Raisin cru (aliment moyen);71.0;0.7;16.3;0.25;11.2;0.23;3.03
Pomme, chair sans peau, crue (aliment moyen);51.3;0.26;11.9;0.24;2.99;0.065;1.55
Poire, chair, crue (aliment moyen);49.7;0.25;11.4;0.0;5.0;0.08;1.98
Pêche, chair sans peau, sans noyau, crue (aliment moyen);44.4;0.67;9.74;0.0;4.1;0.11;3.64
Nectarine ou brugnon, chair et peau, sans noyau, crue (aliment moyen);49.5;0.74;11.3;0.0;4.88;0.13;3.24
Fruit du jacquier ou jacque, chair sans peau, cru;0.0;1.72;20.6;0.64;24.0;0.23;13.7
Datte du désert, chair et peau, sans noyau, crue;0.0;1.5;31.3;0.1;24.0;0.3;14.0
Dourian ou durian, chair sans peau, sans noyau, cru;0.0;1.47;23.3;5.33;6.0;0.43;19.7
Kaki de brousse, fruit, cru;0.0;0.58;17.1;0.19;8.0;0.15;7.5
Kumquat, chair et peau, sans pépin, cru;0.0;1.88;9.6;0.86;62.0;0.86;43.9
Longan, chair sans peau, sans noyau, cru;0.0;1.31;14.0;0.1;1.0;0.13;84.0
Nèfle du Japon, chair et peau, sans noyau, crue;48.1;0.43;9.9;0.2;16.0;0.28;1.0
Prune violette, sans noyau, crue;46.4;0.8;9.6;0.1;0.0;0.0;0.0
Pamplemousse chinois, chair sans peau, sans pépins, cru;38.4;0.76;7.14;0.04;4.0;0.11;61.0
Pomme Golden, chair et peau, crue;54.1;0.25;12.8;0.0;4.0;0.07;0.0
Raisin noir Muscat, cru;86.6;0.69;20.0;0.0;13.0;0.22;3.11
Melon miel ou melon honeydew, chair sans peau, sans pépins, cru;22.2;0.54;4.3;0.14;6.0;0.17;18.0
Fruits rouges, crus (framboises, fraises, groseilles, cassis);0.0;1.0;7.0;0.5;33.6;0.9;77.5
Fruit cru (aliment moyen);56.6;0.69;12.1;0.26;17.6;0.2;22.0
Compote de pomme, préemballée;107.0;0.25;25.8;0.23;4.44;0.11;14.5
Pruneau, sans noyau, cuit;0.0;1.23;0.0;0.24;24.0;1.17;0.0
Compote, tout type de fruits, allégée en sucres, préemballée, rayon frais;63.8;0.17;14.7;0.073;4.7;0.09;10.1
Compote de pomme, allégée en sucres, rayon ambiant;64.3;0.25;15.1;0.13;3.8;0.12;7.75
Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, rayon ambiant;89.3;0.33;20.6;0.21;4.0;0.15;13.0
Purée de fruits, tout type de fruits, type "compote sans sucres ajoutés", rayon ambiant;56.4;0.25;13.3;0.0;6.2;0.0;16.7
Spécialité de fruits, tout type de fruits, sucrée (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon ambiant;72.7;0.28;16.5;0.41;5.0;0.18;27.0
Spécialité de fruits, tout type de fruits, sans sucres ajoutés (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon ambiant;58.3;0.32;12.7;0.37;0.0;0.0;0.0
Pomme, chair sans peau, rôtie/cuite au four;52.7;0.16;12.9;0.0;0.0;0.0;3.24
Pomme, chair sans peau, bouillie/cuite à l'eau;54.0;0.26;11.2;0.36;5.0;0.19;0.2
Compote ou assimilé, tout type de fruits, sans précision sur la teneur en sucres (allégée en sucres ou non, sans sucres ajoutés…) ni sur le rayon (aliment moyen);80.2;0.26;19.1;0.16;7.21;0.087;18.6
Purée de pommes, type "compote sans sucres ajoutés", rayon ambiant;56.4;1.13;11.6;0.28;4.3;0.1;9.86
Compote, tout type de fruits autres que pomme seule, allégée en sucres, préemballée, rayon ambiant;65.7;0.25;15.4;0.2;6.2;0.14;11.5
Rhubarbe, tige, cuite;18.8;0.94;1.35;0.0;65.5;0.0;9.85
Compote de pêche, préemballée;106.0;0.63;24.9;0.1;0.0;0.0;36.5
Compote d'abricot, préemballée;103.0;0.72;24.1;0.1;0.0;0.0;10.9
Compote de rhubarbe, préemballée;111.0;0.57;25.8;0.067;0.0;0.0;0.0
Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, rayon frais;77.3;0.35;17.7;0.22;0.0;0.0;12.0
Spécialité de fruits divers, sucrée (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon frais;79.2;0.36;18.2;0.22;0.0;0.0;14.8
Spécialité de fruits, tout type de fruits, sans sucres ajoutés (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon frais;55.6;0.38;12.2;0.3;0.0;0.0;13.3
Purée de fruits, tout type de fruits, type "compote sans sucres ajoutés", préemballée, rayon frais;58.7;0.43;12.7;0.29;0.0;0.0;12.0
Compote, autres fruits, préemballée;101.0;0.25;23.9;0.072;18.0;0.13;42.0
Compote de pomme, sans précision sur la teneur en sucres ni sur le rayon (aliment moyen);93.5;0.25;22.4;0.2;4.24;0.12;12.4
Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, sans précision sur le rayon (aliment moyen);84.4;0.34;19.4;0.22;0.0;0.0;12.6
Purée de fruits, tout type de fruits, type "compote sans sucres ajoutés", sans précision sur le rayon (aliment moyen);56.4;0.25;13.3;0.15;6.2;0.025;16.7
Spécialité de fruits, tout type de fruits, (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), sans précision sur la teneur en sucres ni sur le rayon (aliment moyen);72.7;0.28;16.5;0.41;5.0;0.18;27.0
Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen);67.9;0.59;15.5;0.0;16.4;0.13;0.63
Macédoine ou cocktail ou salade de fruits, au sirop (sans précision sur léger ou classique), appertisé, égouttée (aliment moyen);64.9;0.25;15.2;0.0;11.2;0.12;3.53
Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté;71.3;0.25;16.8;0.0;13.0;0.08;0.98
Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté;74.8;0.25;17.8;0.0;11.0;0.072;0.59
Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté;59.1;0.25;13.7;0.0;9.5;0.15;5.87
Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté;59.7;0.25;14.0;0.061;8.18;0.13;6.1
Abricot au sirop léger, appertisé, égoutté;61.1;0.94;13.5;0.0;18.0;0.12;2.19
Abricot au sirop léger, appertisé, non égoutté;62.5;0.81;14.0;0.043;14.3;0.1;2.28
Abricot au sirop, appertisé, égoutté;69.6;0.5;16.0;0.0;16.0;0.13;0.0
Abricot au sirop, appertisé, non égoutté;69.7;0.29;16.3;0.0;11.3;0.11;0.0
Ananas au jus d'ananas, appertisé, égoutté;56.0;0.25;12.9;0.0;11.0;0.19;4.99
Ananas au jus d'ananas, appertisé, non égoutté;55.0;0.25;12.9;0.0;10.3;0.19;4.98
Ananas au sirop léger, appertisé, égoutté;65.8;0.25;15.3;0.0;6.4;0.13;5.22
Ananas au sirop léger, appertisé, non égoutté;66.5;0.25;15.6;0.078;5.77;0.12;5.11
Litchi, chair sans peau, sans noyau,  au sirop léger, appertisé, égoutté;62.8;0.63;14.3;0.19;21.7;0.0;25.1
Pêche, sans noyau, au sirop léger, appertisée, égouttée;59.0;0.5;13.5;0.0;10.0;0.13;2.78
Pêche, sans noyau, au sirop léger, appertisée, non égouttée;60.0;0.31;14.0;0.038;9.57;0.13;3.32
Poire au sirop léger, appertisée, égouttée;63.9;0.25;13.9;0.4;8.8;0.0;0.85
Poire au sirop léger, appertisée, non égouttée;62.6;0.3;14.5;0.12;5.0;0.28;0.7
Abricot, dénoyauté, sec;239.0;2.88;59.1;0.5;71.0;1.4;0.0
Datte, chair et peau, sans noyau, sèche;287.0;1.81;64.7;0.25;44.9;0.9;0.0
Figue, sèche;261.0;2.9;55.0;1.22;167.0;2.03;1.2
Pruneau, sans noyau, sec;229.0;1.63;55.4;0.4;50.0;0.38;0.0
Raisin sec;322.0;3.0;73.2;0.9;54.0;1.7;0.0
Mélange apéritif de fruits exotiques, sec;389.0;2.19;69.5;10.5;43.0;1.1;0.69
Banane, chair sans peau, sèche;365.0;3.89;78.4;1.81;22.0;1.15;7.0
Pomme, sèche;247.0;0.93;55.0;0.32;14.0;1.4;3.9
Pêche, chair et peau, sans noyau, sèche;329.0;5.0;65.4;1.0;25.0;6.8;4.8
Canneberge ou cranberry, séchée, sucrée;332.0;0.25;76.4;1.0;8.0;0.16;0.0
Baie de goji, séchée;300.0;12.1;49.0;2.9;56.5;4.9;13.2
Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%);200.0;2.31;51.1;0.4;53.0;0.86;0.0
Fruit séché (aliment moyen);267.0;2.13;61.3;0.56;59.1;1.11;0.7
Abricot pays, chair et peau, sans noyau, au sirop, appertisé, non égoutté, prélevé à la Martinique;0.0;0.28;13.3;0.1;0.0;0.0;0.0
Abricot pays, chair et peau, sans noyau, cru, prélevé à la Martinique;0.0;0.48;10.8;0.05;0.0;0.0;0.0
Ananas, chair sans peau, cru , prélevé à la Martinique;0.0;0.56;0.0;0.0;0.0;0.0;38.3
Caïmite (ou pomme étoile ou pomme de lait), chair sans peau, cru, prélevé à la Martinique;0.0;0.31;0.0;2.87;0.0;0.0;5.6
Cerise acérola, chair et peau, sans noyau, crue, prélevée à la Martinique;0.0;0.56;0.0;0.097;0.0;0.0;2850.0
Chadèque, chair sans peau, sans pépins, cru, prélevé à la Martinique;0.0;0.48;0.0;0.3;0.0;0.0;44.2
Chips d'abricot pays, prélevé à la Martinique;0.0;0.96;68.7;18.7;0.0;0.0;0.2
Goyave, chair sans peau, purée, prélevée à la Martinique;0.0;0.83;0.0;0.0067;0.0;0.0;492.0
Jus de carambole, prélevé à la Martinique, jus filtré;0.0;0.0;0.0;0.15;0.0;0.0;7.0
Jus de carambole, prélevée à la Martinique, jus non filtré;0.0;0.063;0.0;0.03;0.0;0.0;14.2
Jus de citron punch (variété petit calibre), pur jus, prélevé à la Martinique;0.0;0.48;0.0;0.14;0.0;0.0;23.2
Jus de citron vert (variété gros calibre), pur jus, prélevé à la Martinique;0.0;0.69;0.0;0.46;0.0;0.0;23.7
Jus de corossol, prélevé à la Martinique;0.0;0.65;0.0;0.43;0.0;0.0;16.3
Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus;0.0;1.08;0.0;0.37;0.0;0.0;54.3
Jus de grenade, prélevée à la Martinique;0.0;0.69;0.0;0.0;0.0;0.0;19.8
Jus de lime, pur jus, prélevé à la Martinique;0.0;0.35;0.0;0.57;0.0;0.0;18.5
Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique;37.6;0.0;9.4;0.0;0.0;0.0;27.7
Jus de mandarine commune, pur jus filtré, prélevée à la Martinique;42.1;0.61;8.63;0.57;0.0;0.0;26.7
Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique;45.5;0.6;10.8;0.0;0.0;0.0;6.0
Jus de moubin, pur jus, prélevé à la Martinique;0.0;0.88;0.0;0.19;0.0;0.0;10.1
Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique;0.0;0.42;0.0;0.19;0.0;0.0;35.6
Jus de prune de cythère verte "géante" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique;33.4;0.29;7.13;0.19;0.0;0.0;16.5
Jus de prune de cythère verte "géante" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique;32.0;0.44;6.55;0.28;0.0;0.0;21.1
Jus de prune de cythère verte "naine" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique;46.4;0.69;9.97;0.21;0.0;0.0;34.3
Jus de prune de cythère verte "naine" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique;31.9;0.67;6.34;0.26;0.0;0.0;45.5
Mandarine commune, chair sans peau, sans pépins, au sirop, appertisée, non égouttée, prélevée à la Martinique;0.0;0.0;17.4;0.0;0.0;0.0;0.2
Mango bassignac, chair sans peau, sans noyau, cru, prélevé à la Martinique;0.0;0.32;18.5;0.0;0.0;0.0;23.3
Mangue moussache, chair sans peau, sans noyau, crue, prélevé à la Martinique;0.0;1.28;20.9;0.0;0.0;0.0;8.1
Mangue julie, chair sans peau, sans noyau, crue, prélevée à la Martinique;0.0;0.71;18.3;0.0;0.0;0.0;22.0
Mangue verte, chair sans peau, sans noyau, crue, prélevée à la Martinique;0.0;1.31;12.2;0.0;0.0;0.0;17.2
Melon, chair sans peau, sans pépins, cru, prélevé à la Martinique;0.0;1.08;0.0;0.047;0.0;0.0;27.2
Orange (variété locale), chair sans peau, sans pépins, prélevée à la Martinique;0.0;0.6;0.0;0.67;0.0;0.0;41.2
Orange amère, chair sans peau, sans pépins, crue, prélevée à la Martinique;0.0;0.73;0.0;0.43;0.0;0.0;44.5
Pastèque, chair sans peau, sans pépins, crue, prélevée à la Martinique;0.0;0.77;0.0;0.26;0.0;0.0;7.87
Pomme cajou, chair et peau, crue, prélevée à la Martinique;0.0;0.79;0.0;0.11;0.0;0.0;556.0
Pomme cannelle, chair sans peau, sans pépins, crue, prélevée à la Martinique;0.0;1.48;0.0;0.57;0.0;0.0;11.5
Pomme d'eau ou pomme malaca, chair sans peau, sans noyau, crue, prélevée à la Martinique;0.0;0.44;0.0;0.023;0.0;0.0;0.33
Pomme liane, chair sans peau, avec pépins, crue, prélevée à la Martinique;0.0;0.88;0.0;0.22;0.0;0.0;41.4
Prune de cythère, chair et peau, avec pépins, mûre, crue, prélevée à la Martinique;0.0;0.54;0.0;0.03;0.0;0.0;20.0
Prune de cythère, chair et peau, avec pépins, verte ou immature, crue, prélevée à la Martinique;0.0;0.6;0.0;0.07;0.0;0.0;23.9
Fruit du jacquier ou jacque, chair sans peau, cru, prélevé à la Martinique;0.0;1.98;0.0;0.21;0.0;0.0;13.6
Mangue José, chair sans peau, sans noyau, crue, prélevée à La Réunion (Mangifera indica L.);88.8;0.75;19.3;0.5;14.0;0.12;2.9
Ananas Victoria ou Queen Victoria, chair sans peau, crue, prélevé à La Réunion;69.8;0.94;15.1;0.0;6.3;0.17;18.3
Papaye Colombo (fruit mûr), chair sans peau, sans pépins, crue, prélevée à La Réunion (Carica papaya L.);38.0;0.56;7.88;0.0;18.0;0.16;68.0
Amande, avec peau, sans sel ajouté;615.0;22.6;9.51;51.3;260.0;3.4;0.0
Cacahuète, sans sel ajouté;623.0;26.1;14.8;49.1;57.0;1.6;0.0
Cacahuète, grillée, salée;635.0;26.2;14.2;50.8;47.4;1.2;0.0
Noisette, sans sel ajouté;632.0;17.0;7.16;56.9;120.0;3.0;0.0
Noix, cerneau, séchée;709.0;15.7;6.88;67.3;75.0;2.2;0.77
Noix de coco, chair, fraîche;369.0;4.09;4.69;34.7;13.5;2.27;3.15
Noix de coco, chair, sèche;692.0;8.06;7.81;66.8;26.0;3.32;1.5
Noix du Brésil ou noix d'Amazonie, sans sel ajouté;701.0;16.4;4.23;67.1;160.0;2.43;0.7
Pistache, grillée, salée;617.0;22.3;15.9;49.5;98.5;2.4;0.0
Sésame, graine;606.0;20.9;12.8;49.7;962.0;14.6;0.0
Tournesol, graine;653.0;25.1;10.1;55.5;78.0;4.9;1.4
Noix de coco, amande immature, fraîche;360.0;3.93;6.22;33.5;14.0;2.43;3.3
Purée de marrons, appertisée;102.0;2.69;22.8;0.0;14.9;0.0;0.0
Mélange apéritif de graines salées et fruits séchés;583.0;19.9;23.7;44.1;0.0;0.0;0.0
Mélange apéritif de graines salées et raisins secs;561.0;19.6;27.1;39.6;72.0;2.1;0.0
Noix de cajou, grillée, salée;632.0;18.0;26.7;49.5;40.3;3.9;0.0
Châtaigne, bouillie/cuite à l'eau;123.0;2.36;23.0;1.38;46.0;1.73;26.7
Châtaigne, grillée;211.0;3.94;41.1;1.7;28.5;1.1;27.6
Châtaigne, crue;189.0;2.39;36.8;1.76;23.0;0.98;41.6
Pignon de pin;712.0;16.2;2.93;68.4;6.2;4.6;0.0
Noix de pécan, sans sel ajouté;727.0;10.8;4.25;72.0;70.0;2.53;1.1
Noix de macadamia, sans sel ajouté;757.0;9.33;5.22;75.8;85.0;3.69;1.2
Luzerne, graine;426.0;35.0;39.3;12.6;136.0;12.9;26.0
Noisette grillée, sans sel ajouté;684.0;17.0;8.81;62.4;123.0;4.38;3.8
Lin, graine;528.0;22.4;6.49;40.3;223.0;6.0;0.0
Sésame, graine décortiquée;620.0;24.1;10.3;51.0;60.0;6.36;0.0
Cacahuète, grillée à sec, salée;615.0;24.8;17.9;47.7;0.0;0.0;0.0
Sésame, grillé, graine décortiquée;582.0;20.0;9.14;48.0;131.0;7.78;0.0
Châtaigne ou marron, appertisé;145.0;2.31;28.8;1.4;21.1;0.0;0.0
Amande, émondée, sans sel ajouté;631.0;25.8;8.76;52.5;236.0;3.28;0.0
Amande, grillée, salée;647.0;24.1;12.2;53.9;268.0;3.73;0.0
Noix de macadamia, grillée, salée;724.0;8.3;9.95;70.2;70.0;2.65;0.7
Pistache, grillée, sans sel ajouté;631.0;21.7;14.9;51.6;107.0;4.03;3.0
Tournesol, graine, grillé, salé;626.0;25.0;12.7;51.0;70.0;5.0;1.4
Noix de pécan, salées;731.0;12.0;5.0;73.0;0.0;0.0;0.0
Chia, graine, séchée;454.0;19.5;7.72;30.7;631.0;7.72;1.6
Mélange apéritif de graines et fruits séchés, sans sel ajouté;493.0;9.78;51.0;26.3;160.0;4.0;0.0
Mélange apéritif de graines et raisins secs, sans sel ajouté;541.0;14.8;31.8;37.2;90.0;3.1;0.0
Noisette grillée, salée;664.0;15.8;7.67;61.2;0.0;0.0;0.0
Lin, brun, graine;533.0;21.3;3.56;42.2;210.0;5.7;0.0
Cacahuète, grillée, sans sel ajouté;644.0;26.9;14.4;51.9;52.4;1.7;0.0
Noix de cajou, grillée, sans sel ajouté;618.0;20.5;21.3;48.1;39.0;5.4;0.0
Noix de cajou, grillée à sec, sans sel ajouté;630.0;20.5;23.5;49.0;38.0;5.7;0.0
Cacahuète, grillée, aromatisée;598.0;26.1;14.6;46.6;0.0;0.0;0.0
Mélange apéritif de graines grillées, salées;637.0;21.3;9.69;54.7;0.0;0.0;0.0
Amande, grillée, salée, goût fumé;629.0;22.5;9.01;54.0;0.0;0.0;0.0
Chanvre ou chènevis, graine décortiquée;617.0;37.2;5.38;48.8;70.0;7.95;0.5
Courge, graine, séchée;618.0;35.6;5.39;49.1;46.0;8.82;1.9
Fruits à coques et cacahuète, salé (aliment moyen);630.0;23.6;17.6;50.1;80.1;2.44;0.22
Fruits à coques et cacahuète, sans sel ajouté (aliment moyen);632.0;18.2;10.5;55.0;106.0;3.53;0.7
Beurre de cacahuète ou pâte d'arachide;643.0;25.4;17.3;51.4;49.0;1.74;0.0
Tahin ou purée de sésame;631.0;20.3;13.8;53.4;284.0;6.69;4.2
Soja, graine entière;441.0;40.0;20.9;19.9;277.0;15.7;6.0
Blé dur (grains entiers), précuit, cuit, sans sel ajouté;153.0;5.75;28.2;1.1;16.2;0.43;0.0
Riz complet, cuit, sans sel ajouté;187.0;4.06;37.6;1.8;28.6;0.44;0.0
Riz blanc, cuit, sans sel ajouté;155.0;3.31;33.2;0.7;6.3;0.0;0.0
Riz blanc étuvé, cuit, sans sel ajouté;146.0;3.1;31.7;0.56;11.1;0.0;0.0
Riz blanc, précuit, cuit, sans sel ajouté;0.0;0.0;28.1;1.3;18.0;0.2;0.0
Riz rouge, cuit, sans sel ajouté;141.0;3.63;28.2;0.69;19.9;0.0;0.0
Riz sauvage, cuit, sans sel ajouté;102.0;3.99;19.7;0.34;3.0;0.6;0.0
Riz semi-complet, cuit, sans sel ajouté;165.0;3.81;34.4;1.0;6.99;0.3;0.0
Riz thaï, cuit, sans sel ajouté;143.0;2.5;31.4;0.8;5.82;0.0;0.0
Riz basmati, cuit, sans sel ajouté;148.0;3.19;32.9;0.4;7.0;0.0;0.0
Flocons d'avoine bouillis/cuits à l'eau;69.1;2.72;10.3;1.52;9.0;0.9;0.0
Orge perlée, bouilli/cuite à l'eau, sans sel ajouté;119.0;2.42;24.4;0.44;11.0;1.33;0.0
Mil, cuit, sans sel ajouté;116.0;3.76;22.4;1.0;3.0;0.63;0.0
Quinoa, bouilli/cuit à l'eau, sans sel ajouté;149.0;5.0;27.9;1.1;23.0;1.6;0.0
Polenta ou semoule de maïs, cuite, sans sel ajouté;76.1;1.38;16.9;0.0;4.7;0.21;0.0
Semoule ou graine de couscous, cuite, sans sel ajouté;164.0;6.38;31.0;0.9;15.0;0.76;0.0
Semoule ou graine de couscous complète, cuite, sans sel ajouté;142.0;4.69;26.8;1.0;14.0;0.74;0.0
Semoule ou graine de couscous semi-complète, cuite, sans sel ajouté;170.0;6.13;32.4;1.0;20.4;1.1;0.0
Boulgour de blé, cuit, sans sel ajouté;131.0;4.63;24.1;1.0;30.9;0.67;0.0
Pâtes sèches, standard, cuites, sans sel ajouté;167.0;6.69;31.4;1.1;18.0;0.68;0.0
Pâtes fraîches, aux oeufs, cuites, sans sel ajouté;168.0;6.31;32.0;1.3;24.1;1.1;0.0
Pâtes sèches, aux oeufs, cuites, sans sel ajouté;134.0;4.94;23.0;2.0;23.0;0.57;0.0
Pâtes sèches, sans gluten, cuites, sans sel ajouté;163.0;3.25;34.4;1.1;9.6;0.48;0.0
Pâtes sèches, au blé complet, cuites, sans sel ajouté;179.0;7.88;31.3;1.4;25.1;1.5;0.0
Pâtes sèches, sans gluten (à base de riz et maïs), cuites, sans sel ajouté;170.0;3.38;36.6;0.8;9.6;0.13;0.0
Pâtes sèches, sans gluten (à base de lentilles corail), cuites, sans sel ajouté;168.0;12.6;25.1;0.8;29.0;2.7;0.0
Pâtes sèches, semi-complètes, cuites, sans sel ajouté;173.0;6.13;31.8;1.2;22.2;1.0;0.0
Vermicelle de riz, cuite, sans sel ajouté;86.6;1.5;20.1;0.0;5.2;0.08;0.0
Vermicelle de soja, cuite, sans sel ajouté;60.0;0.31;14.4;0.1;14.2;0.0;0.0
Gnocchi à la pomme de terre, cuit;178.0;5.01;34.1;2.05;5.1;0.7;0.0
Frik (blé dur immature concassé), cuit, sans sel ajouté;76.0;2.19;14.0;0.48;19.6;1.0;0.0
Épeautre, cru;344.0;15.6;59.5;2.43;27.0;4.44;0.0
Blé de Khorasan, cru;342.0;15.6;59.5;2.13;22.0;3.77;0.0
Blé dur complet, cru;342.0;14.7;59.3;2.47;34.0;3.52;0.0
Blé dur complet, précuit, à cuire;359.0;14.7;67.7;1.83;55.0;0.0;0.0
Riz blanc, cru;350.0;7.38;77.5;0.79;13.3;1.94;0.0
Riz blanc étuvé, cru;361.0;7.69;79.4;1.02;71.0;0.74;0.0
Riz complet, cru;350.0;7.38;71.4;2.8;11.1;0.0;0.0
Riz sauvage, cru;344.0;11.7;69.2;0.94;6.95;0.0;0.0
Riz rouge, cru;352.0;8.38;70.6;3.0;13.5;0.0;0.0
Riz thaï ou basmati, cru;351.0;7.44;78.4;0.63;0.0;0.0;0.0
Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;355.0;7.5;78.1;1.0;0.0;0.0;0.0
Avoine, crue;378.0;18.1;55.7;6.9;54.0;4.72;0.0
Orge complète, crue;334.0;13.4;56.2;2.3;33.0;3.6;0.0
Orge perlée, crue;346.0;10.6;68.6;1.16;29.0;2.5;0.0
Mil complet, cru;360.0;11.8;64.3;4.22;8.0;3.01;0.0
Quinoa, cru;358.0;14.1;58.1;6.07;47.0;4.57;0.0
Amarante, crue;369.0;14.5;58.6;7.02;159.0;7.61;4.2
Sorgho complet, cru;349.0;10.6;65.4;3.46;13.0;3.36;0.0
Sarrasin complet, cru;362.0;13.3;67.5;3.4;18.0;2.2;0.0
Seigle complet, cru;332.0;11.1;60.8;1.63;24.0;2.63;0.0
Semoule de blé dur, crue;350.0;13.0;69.8;1.28;17.0;1.23;0.0
Mélange de céréales et légumes secs, cru;354.0;15.0;59.0;4.0;0.0;0.0;0.0
Polenta ou semoule de maïs, précuite, à cuire;350.0;7.88;74.0;1.8;1.55;0.0;0.0
Graine de couscous (semoule de blé dur précuite), à cuire;366.0;13.5;72.7;1.32;24.0;1.08;0.0
Boulgour de blé, cru;347.0;12.6;65.8;1.42;35.0;2.46;0.0
Pâtes sèches, standard, crues;364.0;13.1;72.7;1.6;21.0;1.3;0.0
Pâtes fraîches, aux oeufs, crues;283.0;11.1;53.8;1.87;35.0;1.29;0.0
Pâtes sèches, aux oeufs, crues;381.0;15.2;68.0;4.72;35.0;1.9;0.0
Pâtes ou nouilles asiatiques sèches, au blé et aux oeufs, nature, crues;371.0;13.0;71.0;3.0;0.0;0.0;0.0
Pâtes sèches, au blé complet, crues;353.0;12.6;67.6;2.2;32.1;3.2;0.0
Pâtes sèches, sans gluten, crues;358.0;6.5;79.0;1.5;0.0;0.0;0.0
Vermicelles de riz sèches, crues;365.0;7.81;80.5;1.0;14.2;0.0;0.0
Vermicelles de soja sèches, crues;343.0;0.31;84.7;0.14;25.2;0.0;0.0
Gnocchi à la pomme de terre, à cuire;176.0;4.66;35.0;1.42;0.0;0.0;0.0
Gnocchi à la semoule, à cuire;200.0;6.2;37.0;2.6;0.0;0.0;0.0
Frik (blé dur immature concassé), cru;323.0;10.3;55.8;2.25;50.3;5.2;0.0
Gari, semoule de manioc fermentée et séchée;340.0;1.12;81.6;0.73;32.8;2.78;5.0
Pain (aliment moyen);276.0;8.97;55.0;1.36;26.4;1.25;0.3
Pain blanc (par ex. : baguette, boule…);287.0;9.06;58.3;1.4;22.0;1.2;0.0
Pain au levain;261.0;8.13;53.1;1.3;18.7;1.3;0.0
Pain de tradition française (par ex. : baguette, boule…);279.0;8.94;56.7;1.0;20.0;1.2;0.0
Pain blanc précuit, à finir de cuire, préemballé;265.0;7.81;53.9;1.2;49.8;0.68;0.0
Pain bis (à la farine T80 ou T110) ;265.0;9.43;54.0;0.33;27.5;1.31;0.0
Pain sans gluten précuit, à finir de cuire, préemballé;234.0;3.16;39.8;5.29;0.0;0.0;0.0
Pain aux céréales et/ou aux graines, préemballé;282.0;9.06;39.7;7.6;32.4;1.5;0.0
Pain de campagne, préemballé;257.0;7.33;48.7;2.81;0.0;0.0;0.0
Pain de campagne;253.0;8.25;50.0;1.3;23.0;1.5;0.0
Pain complet au seigle, préemballé;213.0;6.25;39.5;0.9;19.9;0.96;0.0
Pain aux graines sans gluten, préemballé;266.0;5.2;38.8;8.55;0.0;0.0;0.0
Pain de mie complet, sans croûte, préemballé;245.0;7.75;42.8;3.2;42.2;1.4;0.0
Pain complet ou intégral (à la farine T150);234.0;9.5;41.2;1.7;83.2;2.0;0.0
Pain de mie complet, préemballé;257.0;8.0;41.8;4.1;42.3;1.5;0.0
Pain de mie aux céréales et/ou graines, préemballé;290.0;9.69;43.5;6.6;74.5;1.4;0.0
Pain azyme, préemballé;372.0;11.7;74.9;1.67;0.0;3.3;0.0
Pain au son;244.0;9.1;44.4;1.94;30.5;2.05;0.0
Pain de mie blanc sans gluten, préemballé;242.0;3.69;41.2;5.1;45.7;0.61;0.0
Pain de mie blanc, sans sucres ajoutés, préemballé;290.0;7.69;48.1;5.9;21.0;0.85;0.0
Pain de seigle et froment;260.0;9.06;51.5;1.0;33.0;1.2;0.0
